Year,Rk,School,Conf,AP Rank,W,L,OSRS,DSRS,SRS,Off,Def,Off,Def,Off,Def,Off,Def
2011,10,USC,Pac-12 (South),6,10,2,9.07,5.09,14.16,,,,,,,,
2011,11,Arkansas,SEC (West),5,11,2,9.90,3.96,13.86,,,,,,,,
2011,12,Baylor,Big 12,13,10,3,19.95,-6.12,13.83,,,,,,,,
2011,13,South Carolina,SEC (East),9,11,2,4.92,8.64,13.56,,,,,,,,
2011,14,Texas A&M,Big 12,,7,6,11.59,1.78,13.36,,,,,,,,
2011,15,Texas,Big 12,,8,5,1.99,10.17,12.16,,,,,,,,
2011,16,Houston,CUSA (West),18,13,1,11.27,0.67,11.94,,,,,,,,
2011,17,Kansas State,Big 12,15,10,3,7.38,4.07,11.45,,,,,,,,
2011,18,Florida State,ACC (Atlantic),23,9,4,1.27,9.96,11.22,,,,,,,,
2011,19,Missouri,Big 12,,8,5,3.77,7.32,11.08,,,,,,,,
2011,20,Notre Dame,Ind,,8,5,4.23,6.83,11.06,,,,,,,,
2011,21,Georgia,SEC (East),19,10,4,4.78,5.88,10.67,,,,,,,,
2011,22,Michigan State,Big Ten (Legends),11,11,3,1.99,8.06,10.05,,,,,,,,
2011,23,Texas Christian,MWC,14,11,2,6.98,2.69,9.67,,,,,,,,
2011,24,Southern Mississippi,CUSA (East),20,12,2,7.11,2.07,9.18,,,,,,,,
2011,25,Nebraska,Big Ten (Legends),24,9,4,4.15,4.62,8.76,,,,,,,,
2011,26,West Virginia,Big East,17,10,3,9.80,-1.16,8.65,,,,,,,,
2011,27,Virginia Tech,ACC (Coastal),21,11,3,-0.65,8.86,8.21,,,,,,,,
2011,28,Cincinnati,Big East,25,10,3,3.66,3.68,7.34,,,,,,,,
2011,29,Vanderbilt,SEC (East),,6,7,2.76,4.33,7.09,,,,,,,,
2011,30,Toledo,MAC (West),,9,4,13.83,-6.99,6.84,,,,,,,,
2011,31,Clemson,ACC (Atlantic),22,10,4,8.74,-2.20,6.54,,,,,,,,
2011,32,Penn State,Big Ten (Leaders),,9,4,-4.49,10.96,6.47,,,,,,,,
2011,33,Rutgers,Big East,,9,4,-0.45,6.87,6.42,,,,,,,,
2011,34,Florida,SEC (East),,7,6,0.62,5.38,6.00,,,,,,,,
2011,35,Temple,MAC (East),,9,4,-2.21,7.84,5.63,,,,,,,,
2011,36,Northern Illinois,MAC (West),,11,3,10.12,-4.57,5.55,,,,,,,,
2011,37,Tulsa,CUSA (West),,8,5,4.78,0.42,5.20,,,,,,,,
2011,38,Miami (FL),ACC (Coastal),,6,6,0.62,4.56,5.17,,,,,,,,
2011,39,Mississippi State,SEC (West),,7,6,-0.82,5.96,5.13,,,,,,,,
2011,40,Arizona State,Pac-12 (South),,6,7,7.13,-2.03,5.10,,,,,,,,
2011,41,BYU,Ind,,10,3,0.03,4.77,4.80,,,,,,,,
2011,42,Ohio State,Big Ten (Leaders),,6,7,-0.21,4.87,4.66,,,,,,,,
2011,43,California,Pac-12 (North),,7,6,0.56,4.00,4.57,,,,,,,,
2011,44,Iowa,Big Ten (Legends),,7,6,3.16,1.22,4.38,,,,,,,,
2011,45,Tennessee,SEC (East),,5,7,-2.57,6.83,4.26,,,,,,,,
2011,46,Auburn,SEC (West),,8,5,3.57,0.23,3.80,,,,,,,,
2011,47,North Carolina,ACC (Coastal),,7,6,2.70,0.93,3.63,,,,,,,,
2011,48,Georgia Tech,ACC (Coastal),,8,5,4.79,-1.39,3.40,,,,,,,,
2011,49,South Florida,Big East,,5,7,1.24,1.97,3.21,,,,,,,,
2011,50,Utah,Pac-12 (South),,8,5,-3.09,6.25,3.16,,,,,,,,
2011,51,Illinois,Big Ten (Leaders),,7,6,-4.19,6.82,2.63,,,,,,,,
2011,52,North Carolina State,ACC (Atlantic),,8,5,1.62,0.96,2.57,,,,,,,,
2011,53,Louisville,Big East,,7,6,-2.38,4.75,2.38,,,,,,,,
2011,54,Iowa State,Big 12,,6,7,-0.63,2.75,2.12,,,,,,,,
2011,55,Louisiana Tech,WAC,,8,5,0.32,1.72,2.04,,,,,,,,
2011,56,Texas Tech,Big 12,,5,7,7.57,-5.69,1.88,,,,,,,,
2011,57,Washington,Pac-12 (North),,7,6,7.08,-5.28,1.80,,,,,,,,
2011,58,Northwestern,Big Ten (Legends),,6,7,4.85,-3.19,1.66,,,,,,,,
2011,59,Ohio,MAC (East),,10,4,2.26,-0.71,1.56,,,,,,,,
2011,60,Arkansas State,Sun Belt,,10,3,0.73,0.45,1.18,,,,,,,,
2011,61,Pitt,Big East,,6,7,-0.23,1.32,1.09,,,,,,,,
2011,62,SMU,CUSA (West),,8,5,-3.84,4.63,0.78,,,,,,,,
2011,63,Nevada,WAC,,7,6,-1.73,2.20,0.47,,,,,,,,
2011,64,Western Michigan,MAC (West),,7,6,5.32,-4.90,0.42,,,,,,,,
2011,65,Virginia,ACC (Coastal),,8,5,-2.81,2.95,0.14,,,,,,,,
2011,66,San Diego State,MWC,,8,5,1.03,-1.05,-0.02,,,,,,,,
2011,67,Air Force,MWC,,7,6,4.11,-4.49,-0.38,,,,,,,,
2011,68,Connecticut,Big East,,5,7,-1.91,1.48,-0.42,,,,,,,,
2011,69,Wake Forest,ACC (Atlantic),,6,7,0.38,-1.04,-0.66,,,,,,,,
2011,70,Purdue,Big Ten (Leaders),,7,6,-0.78,0.02,-0.76,,,,,,,,
2011,71,UCLA,Pac-12 (South),,6,8,-1.57,0.52,-1.05,,,,,,,,
2011,72,Navy,Ind,,5,7,2.93,-4.32,-1.39,,,,,,,,
2011,73,Arizona,Pac-12 (South),,4,8,3.65,-5.10,-1.46,,,,,,,,
2011,74,Kentucky,SEC (East),,5,7,-6.36,4.73,-1.63,,,,,,,,
2011,75,UCF,CUSA (East),,5,7,-5.09,3.28,-1.80,,,,,,,,
2011,76,Utah State,WAC,,7,6,3.18,-5.40,-2.22,,,,,,,,
2011,77,Louisiana,Sun Belt,,9,4,4.44,-7.08,-2.64,,,,,,,,
2011,78,Syracuse,Big East,,5,7,-1.38,-1.77,-3.15,,,,,,,,
2011,79,Wyoming,MWC,,8,5,-1.24,-2.58,-3.82,,,,,,,,
2011,80,Oregon State,Pac-12 (North),,3,9,-3.57,-0.76,-4.33,,,,,,,,
2011,81,Ball State,MAC (West),,6,6,-1.20,-3.18,-4.38,,,,,,,,
2011,82,Florida International,Sun Belt,,8,5,-5.28,0.75,-4.53,,,,,,,,
2011,83,Marshall,CUSA (East),,7,6,-5.24,0.65,-4.59,,,,,,,,
2011,84,Boston College,ACC (Atlantic),,4,8,-7.29,2.69,-4.61,,,,,,,,
2011,85,Bowling Green State,MAC (East),,5,7,-3.07,-1.68,-4.75,,,,,,,,
2011,86,Kansas,Big 12,,2,10,-1.93,-2.82,-4.75,,,,,,,,
2011,87,Miami (OH),MAC (East),,4,8,-6.27,1.37,-4.90,,,,,,,,
2011,88,East Carolina,CUSA (East),,5,7,0.04,-5.09,-5.04,,,,,,,,
2011,89,Washington State,Pac-12 (North),,4,8,-0.30,-5.31,-5.61,,,,,,,,
2011,90,San Jose State,WAC,,5,7,-2.80,-3.17,-5.97,,,,,,,,
2011,91,Kent State,MAC (East),,5,7,-9.50,3.48,-6.03,,,,,,,,
2011,92,Minnesota,Big Ten (Legends),,3,9,-5.07,-0.97,-6.04,,,,,,,,
2011,93,Western Kentucky,Sun Belt,,7,5,-4.54,-1.65,-6.18,,,,,,,,
2011,94,Eastern Michigan,MAC (West),,6,6,-7.65,1.10,-6.55,,,,,,,,
2011,95,Ole Miss,SEC (West),,2,10,-5.81,-0.90,-6.71,,,,,,,,
2011,96,Hawaii,WAC,,6,7,0.25,-7.15,-6.90,,,,,,,,
2011,97,Fresno State,WAC,,4,9,1.57,-8.81,-7.24,,,,,,,,
2011,98,Duke,ACC (Coastal),,3,9,-1.18,-6.16,-7.34,,,,,,,,
2011,99,Louisiana-Monroe,Sun Belt,,4,8,-5.42,-2.38,-7.80,,,,,,,,
2011,100,UTEP,CUSA (West),,5,7,-2.65,-5.28,-7.93,,,,,,,,
2011,101,Rice,CUSA (West),,4,8,-2.95,-5.20,-8.15,,,,,,,,
2011,102,Maryland,ACC (Atlantic),,2,10,-1.11,-7.11,-8.22,,,,,,,,
2011,103,Colorado,Pac-12 (South),,3,10,-5.94,-2.73,-8.67,,,,,,,,
2011,104,Army,Ind,,3,9,-6.41,-2.47,-8.88,,,,,,,,
2011,105,North Texas,Sun Belt,,5,7,-5.41,-4.53,-9.94,,,,,,,,
2011,106,Buffalo,MAC (East),,3,9,-5.46,-5.43,-10.89,,,,,,,,
2011,107,Indiana,Big Ten (Leaders),,1,11,-2.67,-8.24,-10.91,,,,,,,,
2011,108,Central Michigan,MAC (West),,3,9,-4.28,-7.00,-11.28,,,,,,,,
2011,109,New Mexico State,WAC,,4,9,-3.09,-8.86,-11.95,,,,,,,,
2011,110,Colorado State,MWC,,3,9,-6.54,-6.15,-12.69,,,,,,,,
2011,111,Idaho,WAC,,2,10,-8.33,-4.92,-13.24,,,,,,,,
2011,112,UAB,CUSA (East),,3,9,-6.51,-8.52,-15.03,,,,,,,,
2011,113,Troy,Sun Belt,,3,9,-6.81,-8.73,-15.54,,,,,,,,
2011,114,Nevada-Las Vegas,MWC,,2,10,-9.95,-7.77,-17.72,,,,,,,,
2011,115,Memphis,CUSA (East),,2,10,-12.32,-5.85,-18.17,,,,,,,,
2011,116,Middle Tennessee State,Sun Belt,,2,10,-6.35,-12.51,-18.86,,,,,,,,
2011,117,Akron,MAC (East),,1,11,-12.02,-7.09,-19.11,,,,,,,,
2011,118,Tulane,CUSA (West),,2,11,-9.85,-9.26,-19.11,,,,,,,,
2011,119,New Mexico,MWC,,1,11,-16.29,-3.02,-19.31,,,,,,,,
2011,120,Florida Atlantic,Sun Belt,,1,11,-15.32,-7.30,-22.63,,,,,,,,
2012,1,Alabama,SEC (West),1,13,1,6.53,17.98,24.51,,,,,,,,
2012,2,Oregon,Pac-12 (North),2,12,1,17.21,6.22,23.43,,,,,,,,
2012,3,Texas A&M,SEC (West),5,11,2,14.01,6.05,20.05,,,,,,,,
2012,4,Georgia,SEC (East),5,12,2,9.85,8.08,17.93,,,,,,,,
2012,5,Florida,SEC (East),9,11,2,2.27,15.09,17.35,,,,,,,,
2012,6,Notre Dame,Ind,4,12,1,1.84,15.15,16.98,,,,,,,,
2012,7,Kansas State,Big 12,12,11,2,7.52,9.40,16.92,,,,,,,,
2012,8,South Carolina,SEC (East),8,11,2,5.03,10.94,15.97,,,,,,,,
2012,9,Stanford,Pac-12 (North),7,12,2,2.47,13.11,15.58,,,,,,,,
2012,10,LSU,SEC (West),14,10,3,5.49,9.27,14.76,,,,,,,,
2012,11,Clemson,ACC (Atlantic),11,11,2,13.72,1.04,14.75,,,,,,,,
2012,12,Oklahoma,Big 12,15,10,3,9.05,5.27,14.32,,,,,,,,
2012,13,Ohio State,Big Ten (Leaders),3,12,0,9.92,3.89,13.81,,,,,,,,
2012,14,Florida State,ACC (Atlantic),10,12,2,3.12,10.44,13.56,,,,,,,,
2012,15,Oklahoma State,Big 12,,8,5,11.19,2.31,13.50,,,,,,,,
2012,16,Oregon State,Pac-12 (North),20,9,4,4.20,7.94,12.14,,,,,,,,
2012,17,Baylor,Big 12,,8,5,18.47,-7.25,11.22,,,,,,,,
2012,18,Texas,Big 12,19,9,4,8.01,3.18,11.18,,,,,,,,
2012,19,Utah State,WAC,16,11,2,1.91,8.80,10.71,,,,,,,,
2012,20,USC,Pac-12 (South),,7,6,5.71,4.82,10.53,,,,,,,,
2012,21,Michigan,Big Ten (Legends),24,8,5,3.66,6.35,10.01,,,,,,,,
2012,22,Vanderbilt,SEC (East),23,9,4,0.53,9.35,9.88,,,,,,,,
2012,23,Nebraska,Big Ten (Legends),25,10,4,8.87,0.91,9.79,,,,,,,,
2012,24,Wisconsin,Big Ten (Leaders),,8,6,3.26,6.51,9.77,,,,,,,,
2012,25,Penn State,Big Ten (Leaders),,8,4,2.14,7.56,9.70,,,,,,,,
2012,26,Arizona,Pac-12 (South),,8,5,10.75,-1.37,9.38,,,,,,,,
2012,27,Arizona State,Pac-12 (South),,8,5,6.85,2.15,9.00,,,,,,,,
2012,28,Northwestern,Big Ten (Legends),17,10,3,6.82,2.14,8.97,,,,,,,,
2012,29,BYU,Ind,,8,5,-0.67,9.44,8.77,,,,,,,,
2012,30,UCLA,Pac-12 (South),,9,5,6.16,2.59,8.75,,,,,,,,
2012,31,Cincinnati,Big East,,10,3,3.62,5.09,8.71,,,,,,,,
2012,32,Ole Miss,SEC (West),,7,6,8.22,0.21,8.43,,,,,,,,
2012,33,San Jose State,WAC,21,11,2,5.23,2.67,7.90,,,,,,,,
2012,34,Boise State,MWC,18,11,2,0.47,7.38,7.85,,,,,,,,
2012,35,Texas Christian,Big 12,,7,6,1.18,6.31,7.49,,,,,,,,
2012,36,UCF,CUSA (East),,10,4,2.85,3.81,6.65,,,,,,,,
2012,37,Fresno State,MWC,,9,4,4.58,1.76,6.33,,,,,,,,
2012,38,Louisiana Tech,WAC,,9,3,20.90,-14.57,6.33,,,,,,,,
2012,39,Texas Tech,Big 12,,8,5,7.58,-1.25,6.33,,,,,,,,
2012,40,Syracuse,Big East,,8,5,5.26,1.01,6.27,,,,,,,,
2012,41,Tulsa,CUSA (West),,11,3,4.33,1.91,6.24,,,,,,,,
2012,42,Michigan State,Big Ten (Legends),,7,6,-4.34,10.55,6.21,,,,,,,,
2012,43,Mississippi State,SEC (West),,8,5,0.79,5.36,6.15,,,,,,,,
2012,44,Louisville,Big East,13,11,2,6.37,-0.49,5.88,,,,,,,,
2012,45,Missouri,SEC (East),,5,7,2.86,2.68,5.54,,,,,,,,
2012,46,Iowa State,Big 12,,6,7,-1.69,7.09,5.40,,,,,,,,
2012,47,Georgia Tech,ACC (Coastal),,7,7,5.42,-0.24,5.18,,,,,,,,
2012,48,Arkansas State,Sun Belt,,10,3,2.53,2.41,4.94,,,,,,,,
2012,49,Washington,Pac-12 (North),,7,6,-1.29,6.19,4.90,,,,,,,,
2012,50,Northern Illinois,MAC (West),22,12,2,1.94,2.70,4.64,,,,,,,,
2012,51,North Carolina,ACC (Coastal),,8,4,5.93,-1.41,4.52,,,,,,,,
2012,52,Miami (FL),ACC (Coastal),,7,5,6.15,-2.08,4.07,,,,,,,,
2012,53,Tennessee,SEC (East),,5,7,12.79,-8.72,4.07,,,,,,,,
2012,54,West Virginia,Big 12,,7,6,10.42,-6.39,4.03,,,,,,,,
2012,55,Rutgers,Big East,,9,4,-6.36,10.27,3.91,,,,,,,,
2012,56,Louisiana,Sun Belt,,9,4,5.44,-1.99,3.45,,,,,,,,
2012,57,Virginia Tech,ACC (Coastal),,7,6,-0.75,3.89,3.13,,,,,,,,
2012,58,Kent State,MAC (East),,11,3,4.10,-1.35,2.75,,,,,,,,
2012,59,San Diego State,MWC,,9,4,3.01,-0.31,2.69,,,,,,,,
2012,60,Utah,Pac-12 (South),,5,7,-0.37,2.88,2.51,,,,,,,,
2012,61,Arkansas,SEC (West),,4,8,0.72,1.68,2.40,,,,,,,,
2012,62,Pitt,Big East,,6,7,-0.37,2.43,2.05,,,,,,,,
2012,63,SMU,CUSA (West),,7,6,-1.72,3.36,1.64,,,,,,,,
2012,64,North Carolina State,ACC (Atlantic),,7,6,1.20,0.26,1.46,,,,,,,,
2012,65,Louisiana-Monroe,Sun Belt,,8,5,3.57,-3.61,-0.03,,,,,,,,
2012,66,Toledo,MAC (West),,9,4,3.00,-3.18,-0.18,,,,,,,,
2012,67,Bowling Green State,MAC (East),,8,5,-7.22,6.95,-0.27,,,,,,,,
2012,68,Duke,ACC (Coastal),,6,7,5.48,-5.76,-0.28,,,,,,,,
2012,69,California,Pac-12 (North),,3,9,-1.21,0.57,-0.65,,,,,,,,
2012,70,Auburn,SEC (West),,3,9,-6.65,5.72,-0.92,,,,,,,,
2012,71,Western Kentucky,Sun Belt,,7,6,-0.31,-1.19,-1.50,,,,,,,,
2012,72,Purdue,Big Ten (Leaders),,6,7,0.85,-2.44,-1.58,,,,,,,,
2012,73,Ball State,MAC (West),,9,4,3.36,-4.96,-1.60,,,,,,,,
2012,74,Navy,Ind,,8,5,-4.64,2.88,-1.76,,,,,,,,
2012,75,Middle Tennessee State,Sun Belt,,8,4,-1.48,-0.97,-2.45,,,,,,,,
2012,76,Iowa,Big Ten (Legends),,4,8,-5.36,2.74,-2.62,,,,,,,,
2012,77,Ohio,MAC (East),,9,4,-0.84,-1.92,-2.75,,,,,,,,
2012,78,Minnesota,Big Ten (Legends),,6,7,-4.29,1.04,-3.25,,,,,,,,
2012,79,Troy,Sun Belt,,5,7,2.25,-5.70,-3.45,,,,,,,,
2012,80,Rice,CUSA (West),,7,6,0.99,-4.51,-3.52,,,,,,,,
2012,81,Nevada,MWC,,7,6,7.57,-11.18,-3.60,,,,,,,,
2012,82,Virginia,ACC (Coastal),,4,8,-3.97,0.13,-3.84,,,,,,,,
2012,83,East Carolina,CUSA (East),,8,5,0.98,-5.21,-4.23,,,,,,,,
2012,84,Kentucky,SEC (East),,2,10,-6.88,1.59,-5.29,,,,,,,,
2012,85,Connecticut,Big East,,5,7,-9.80,4.45,-5.35,,,,,,,,
2012,86,Indiana,Big Ten (Leaders),,4,8,5.05,-10.58,-5.53,,,,,,,,
2012,87,Houston,CUSA (West),,5,7,1.01,-6.55,-5.54,,,,,,,,
2012,88,Marshall,CUSA (East),,5,7,9.91,-15.94,-6.04,,,,,,,,
2012,89,South Florida,Big East,,3,9,-5.09,-1.04,-6.13,,,,,,,,
2012,90,Wake Forest,ACC (Atlantic),,5,7,-6.10,-0.10,-6.20,,,,,,,,
2012,91,Maryland,ACC (Atlantic),,4,8,-6.07,-0.52,-6.59,,,,,,,,
2012,92,Kansas,Big 12,,1,11,-7.26,0.56,-6.70,,,,,,,,
2012,93,Boston College,ACC (Atlantic),,2,10,-5.75,-0.99,-6.74,,,,,,,,
2012,94,Washington State,Pac-12 (North),,3,9,-2.75,-4.15,-6.89,,,,,,,,
2012,95,Air Force,MWC,,6,7,-2.64,-4.71,-7.35,,,,,,,,
2012,96,UTSA,WAC,,8,4,-1.27,-6.22,-7.49,,,,,,,,
2012,97,Temple,Big East,,4,7,-1.50,-6.02,-7.52,,,,,,,,
2012,98,Central Michigan,MAC (West),,7,6,0.73,-8.64,-7.91,,,,,,,,
2012,99,Texas State,WAC,,4,8,-3.51,-4.52,-8.03,,,,,,,,
2012,100,North Texas,Sun Belt,,4,8,-6.85,-1.56,-8.41,,,,,,,,
2012,101,Buffalo,MAC (East),,4,8,-5.41,-3.37,-8.78,,,,,,,,
2012,102,Florida International,Sun Belt,,3,9,-3.97,-5.14,-9.10,,,,,,,,
2012,103,UTEP,CUSA (West),,3,9,-6.47,-2.82,-9.29,,,,,,,,
2012,104,Western Michigan,MAC (West),,4,8,-1.41,-8.13,-9.54,,,,,,,,
2012,105,Florida Atlantic,Sun Belt,,3,9,-5.88,-3.95,-9.83,,,,,,,,
2012,106,New Mexico,MWC,,4,9,-6.08,-3.83,-9.91,,,,,,,,
2012,107,Illinois,Big Ten (Leaders),,2,10,-12.42,2.07,-10.35,,,,,,,,
2012,108,Wyoming,MWC,,4,8,-1.85,-8.93,-10.78,,,,,,,,
2012,109,Memphis,CUSA (East),,4,8,-7.30,-3.80,-11.09,,,,,,,,
2012,110,UAB,CUSA (East),,3,9,-3.52,-8.13,-11.66,,,,,,,,
2012,111,Miami (OH),MAC (East),,4,8,-4.20,-7.50,-11.70,,,,,,,,
2012,112,Colorado State,MWC,,4,8,-6.46,-6.08,-12.54,,,,,,,,
2012,113,Colorado,Pac-12 (South),,1,11,-6.24,-6.42,-12.66,,,,,,,,
2012,114,Hawaii,MWC,,3,9,-10.47,-3.28,-13.75,,,,,,,,
2012,115,Army,Ind,,2,10,-3.33,-10.90,-14.23,,,,,,,,
2012,116,Tulane,CUSA (West),,2,10,-6.46,-7.76,-14.23,,,,,,,,
2012,117,Nevada-Las Vegas,MWC,,2,11,-7.96,-6.61,-14.57,,,,,,,,
2012,118,South Alabama,Sun Belt,,2,11,-9.93,-5.34,-15.26,,,,,,,,
2012,119,Akron,MAC (East),,1,11,-6.20,-9.11,-15.31,,,,,,,,
2012,120,Eastern Michigan,MAC (West),,2,10,-7.28,-9.34,-16.61,,,,,,,,
2012,121,Idaho,WAC,,1,11,-11.73,-5.65,-17.38,,,,,,,,
2012,122,Southern Mississippi,CUSA (East),,0,12,-9.19,-8.85,-18.04,,,,,,,,
2012,123,New Mexico State,WAC,,1,11,-9.83,-9.17,-19.00,,,,,,,,
2012,124,Massachusetts,MAC (East),,1,11,-15.59,-5.37,-20.97,,,,,,,,
2013,1,Florida State,ACC (Atlantic),1,14,0,8.57,14.79,23.36,,,,,,,,
2013,2,Oregon,Pac-12 (North),9,11,2,12.56,8.70,21.27,,,,,,,,
2013,3,Alabama,SEC (West),7,11,2,5.72,14.35,20.06,,,,,,,,
2013,4,Missouri,SEC (East),5,12,2,11.89,8.08,19.97,,,,,,,,
2013,5,Stanford,Pac-12 (North),11,11,3,5.99,12.97,18.96,,,,,,,,
2013,6,Auburn,SEC (West),2,12,2,13.60,5.21,18.80,,,,,,,,
2013,7,Arizona State,Pac-12 (South),21,10,4,13.67,3.83,17.50,,,,,,,,
2013,8,UCLA,Pac-12 (South),16,10,3,10.15,6.95,17.10,,,,,,,,
2013,9,Baylor,Big 12,13,11,2,12.51,4.35,16.87,,,,,,,,
2013,10,Oklahoma State,Big 12,17,10,3,10.19,6.64,16.83,,,,,,,,
2013,11,South Carolina,SEC (East),4,11,2,7.99,8.07,16.06,,,,,,,,
2013,12,Ohio State,Big Ten (Leaders),12,12,2,10.77,4.87,15.65,,,,,,,,
2013,13,Washington,Pac-12 (North),25,9,4,6.41,8.71,15.12,,,,,,,,
2013,14,Clemson,ACC (Atlantic),8,11,2,9.21,5.77,14.98,,,,,,,,
2013,15,Michigan State,Big Ten (Legends),3,13,1,1.23,13.51,14.74,,,,,,,,
2013,16,LSU,SEC (West),14,10,3,8.87,5.72,14.59,,,,,,,,
2013,17,Wisconsin,Big Ten (Leaders),22,9,4,2.69,11.51,14.20,,,,,,,,
2013,18,USC,Pac-12 (South),19,10,4,4.08,9.65,13.72,,,,,,,,
2013,19,Texas A&M,SEC (West),18,9,4,16.81,-3.43,13.38,,,,,,,,
2013,20,Oklahoma,Big 12,6,11,2,6.42,6.77,13.19,,,,,,,,
2013,21,Georgia,SEC (East),,8,5,13.03,-0.21,12.82,,,,,,,,
2013,22,Arizona,Pac-12 (South),,8,5,5.72,6.89,12.60,,,,,,,,
2013,23,Ole Miss,SEC (West),,8,5,4.24,6.19,10.42,,,,,,,,
2013,24,BYU,Ind,,8,5,5.85,4.38,10.23,,,,,,,,
2013,25,Kansas State,Big 12,,8,5,6.13,3.88,10.01,,,,,,,,
2013,26,Louisville,American,15,12,1,-0.18,10.18,9.99,,,,,,,,
2013,27,Notre Dame,Ind,20,9,4,3.00,6.51,9.50,,,,,,,,
2013,28,UCF,American,10,12,1,6.19,2.24,8.42,,,,,,,,
2013,29,Oregon State,Pac-12 (North),,7,6,9.08,-0.97,8.11,,,,,,,,
2013,30,Vanderbilt,SEC (East),24,9,4,4.66,3.34,8.01,,,,,,,,
2013,31,Duke,ACC (Coastal),23,10,4,6.80,1.06,7.86,,,,,,,,
2013,32,Mississippi State,SEC (West),,7,6,-0.28,8.00,7.72,,,,,,,,
2013,33,Texas,Big 12,,8,5,3.09,4.36,7.45,,,,,,,,
2013,34,Iowa,Big Ten (Legends),,8,5,-0.90,8.22,7.31,,,,,,,,
2013,35,Georgia Tech,ACC (Coastal),,7,6,2.01,5.19,7.21,,,,,,,,
2013,36,Utah,Pac-12 (South),,5,7,4.51,2.45,6.96,,,,,,,,
2013,37,Utah State,MWC (Mountain),,9,5,-4.34,11.04,6.70,,,,,,,,
2013,38,Miami (FL),ACC (Coastal),,9,4,8.33,-1.74,6.59,,,,,,,,
2013,39,Virginia Tech,ACC (Coastal),,8,5,-3.85,10.26,6.41,,,,,,,,
2013,40,North Carolina,ACC (Coastal),,7,6,3.53,2.69,6.22,,,,,,,,
2013,41,Michigan,Big Ten (Legends),,7,6,5.97,-0.43,5.53,,,,,,,,
2013,42,Texas Tech,Big 12,,8,5,7.13,-1.81,5.32,,,,,,,,
2013,43,Minnesota,Big Ten (Legends),,8,5,-0.07,5.34,5.27,,,,,,,,
2013,44,Nebraska,Big Ten (Legends),,9,4,3.38,1.84,5.22,,,,,,,,
2013,45,Washington State,Pac-12 (North),,6,7,4.54,0.55,5.09,,,,,,,,
2013,46,Fresno State,MWC (West),,11,2,10.17,-5.13,5.04,,,,,,,,
2013,47,Houston,American,,8,5,2.50,2.43,4.93,,,,,,,,
2013,48,Bowling Green State,MAC (East),,10,4,-1.75,6.64,4.89,,,,,,,,
2013,49,Florida,SEC (East),,4,8,-4.77,9.44,4.67,,,,,,,,
2013,50,Indiana,Big Ten (Leaders),,5,7,13.42,-9.01,4.41,,,,,,,,
2013,51,East Carolina,CUSA (East),,10,3,7.16,-2.87,4.30,,,,,,,,
2013,52,Tennessee,SEC (East),,5,7,-0.71,5.00,4.29,,,,,,,,
2013,53,Navy,Ind,,9,4,1.23,3.03,4.26,,,,,,,,
2013,54,Boise State,MWC (Mountain),,8,5,2.27,1.62,3.88,,,,,,,,
2013,55,Pitt,ACC (Coastal),,7,6,3.74,-0.02,3.72,,,,,,,,
2013,56,Northern Illinois,MAC (West),,12,2,8.19,-4.63,3.56,,,,,,,,
2013,57,Penn State,Big Ten (Leaders),,7,5,0.34,3.05,3.40,,,,,,,,
2013,58,Marshall,CUSA (East),,10,4,5.77,-2.69,3.07,,,,,,,,
2013,59,North Texas,CUSA (West),,9,4,-2.50,5.55,3.05,,,,,,,,
2013,60,Syracuse,ACC (Atlantic),,7,6,-3.95,6.76,2.81,,,,,,,,
2013,61,Ball State,MAC (West),,10,3,6.64,-4.35,2.29,,,,,,,,
2013,62,Texas Christian,Big 12,,4,8,-0.67,2.61,1.94,,,,,,,,
2013,63,Boston College,ACC (Atlantic),,7,6,4.48,-3.20,1.28,,,,,,,,
2013,64,Northwestern,Big Ten (Legends),,5,7,1.75,-0.55,1.20,,,,,,,,
2013,65,Maryland,ACC (Atlantic),,7,6,-0.79,1.43,0.64,,,,,,,,
2013,66,Cincinnati,American,,9,4,-0.68,1.09,0.41,,,,,,,,
2013,67,Rice,CUSA (West),,10,4,-0.25,0.39,0.15,,,,,,,,
2013,68,Wake Forest,ACC (Atlantic),,4,8,-7.10,7.10,0.00,,,,,,,,
2013,69,Toledo,MAC (West),,7,5,4.76,-4.79,-0.03,,,,,,,,
2013,70,Colorado State,MWC (Mountain),,8,6,4.61,-4.84,-0.23,,,,,,,,
2013,71,Western Kentucky,Sun Belt,,8,4,-0.01,-0.51,-0.52,,,,,,,,
2013,72,Arkansas,SEC (West),,3,9,-3.16,1.84,-1.32,,,,,,,,
2013,73,Buffalo,MAC (East),,8,5,-1.75,0.27,-1.48,,,,,,,,
2013,74,Arkansas State,Sun Belt,,8,5,-1.34,-0.53,-1.86,,,,,,,,
2013,75,Colorado,Pac-12 (South),,4,8,0.13,-2.12,-1.99,,,,,,,,
2013,76,Louisiana,Sun Belt,,9,4,1.86,-3.87,-2.01,,,,,,,,
2013,77,South Alabama,Sun Belt,,6,6,1.28,-3.72,-2.44,,,,,,,,
2013,78,UTSA,CUSA (West),,7,5,-3.11,0.10,-3.01,,,,,,,,
2013,79,Tulane,CUSA (West),,7,6,-4.37,1.15,-3.22,,,,,,,,
2013,80,San Jose State,MWC (West),,6,6,5.04,-8.32,-3.28,,,,,,,,
